Dataset,List Name,SEED,AE_LEARNING_RATE,AE_BATCH_SIZE,AE_EPOCHS,AE_ENCODER_ACTIVATION_FN,AE_DECODER_ACTIVATION_FN,SEED,LEARNING_RATE,BATCH_SIZE,EPOCHS,LAYERS,Epoch,Train_Loss,Validation_Loss,Train_Accuracy,Validation_Accuracy,Time,Test_Loss,Test_Accuracy
Breast_Cancer_Wisconsin,VQC_amplitude_list,2,0.01,32,500,Sigmoid(),Sigmoid(),2,0.001,5,100,6,1,0.5971350106564197,0.6265322116383335,0.6813186813186813,0.6140350877192983,2.2384541034698486,0.5207592248916626,0.8245614035087719
Breast_Cancer_Wisconsin,VQC_amplitude_list,2,0.01,32,500,Sigmoid(),Sigmoid(),2,0.001,5,100,6,2,0.5902328478111015,0.6220508275324839,0.6615384615384615,0.6140350877192983,2.1763579845428467,0.5207592248916626,0.8245614035087719
Breast_Cancer_Wisconsin,VQC_amplitude_list,2,0.01,32,500,Sigmoid(),Sigmoid(),2,0.001,5,100,6,3,0.5852206277323293,0.6185464336161028,0.6615384615384615,0.6140350877192983,2.2362382411956787,0.5207592248916626,0.8245614035087719
Breast_Cancer_Wisconsin,VQC_amplitude_list,2,0.01,32,500,Sigmoid(),Sigmoid(),2,0.001,5,100,6,4,0.5813270643517211,0.6156191130479177,0.6615384615384615,0.6140350877192983,2.1767046451568604,0.5207592248916626,0.8245614035087719
Breast_Cancer_Wisconsin,VQC_amplitude_list,2,0.01,32,500,Sigmoid(),Sigmoid(),2,0.001,5,100,6,5,0.5781218602762117,0.6130715927533936,0.6593406593406593,0.6140350877192983,2.238158702850342,0.5207592248916626,0.8245614035087719
Breast_Cancer_Wisconsin,VQC_amplitude_list,2,0.01,32,500,Sigmoid(),Sigmoid(),2,0.001,5,100,6,6,0.5753765653122912,0.6107730536084426,0.6505494505494506,0.6140350877192983,2.24906063079834,0.5207592248916626,0.8245614035087719
Breast_Cancer_Wisconsin,VQC_amplitude_list,2,0.01,32,500,Sigmoid(),Sigmoid(),2,0.001,5,100,6,7,0.5729675008045448,0.6086720787642295,0.6527472527472528,0.6140350877192983,2.1752750873565674,0.5207592248916626,0.8245614035087719
Breast_Cancer_Wisconsin,VQC_amplitude_list,2,0.01,32,500,Sigmoid(),Sigmoid(),2,0.001,5,100,6,8,0.5709004431635469,0.6067183247783727,0.6505494505494506,0.6140350877192983,2.2427642345428467,0.5207592248916626,0.8245614035087719
Breast_Cancer_Wisconsin,VQC_amplitude_list,2,0.01,32,500,Sigmoid(),Sigmoid(),2,0.001,5,100,6,9,0.5690291841606517,0.6048997332129562,0.6527472527472528,0.6140350877192983,2.3426034450531006,0.5207592248916626,0.8245614035087719
Breast_Cancer_Wisconsin,VQC_amplitude_list,2,0.01,32,500,Sigmoid(),Sigmoid(),2,0.001,5,100,6,10,0.5672355202528147,0.6031453217330732,0.6505494505494506,0.6140350877192983,2.24664306640625,0.5207592248916626,0.8245614035087719
Breast_Cancer_Wisconsin,VQC_amplitude_list,2,0.01,32,500,Sigmoid(),Sigmoid(),2,0.001,5,100,6,11,0.5656564271712041,0.6015277980712422,0.6571428571428571,0.6140350877192983,2.172614812850952,0.5207592248916626,0.8245614035087719
Breast_Cancer_Wisconsin,VQC_amplitude_list,2,0.01,32,500,Sigmoid(),Sigmoid(),2,0.001,5,100,6,12,0.5642045860762125,0.6000347257706157,0.6681318681318681,0.6140350877192983,2.237778663635254,0.5207592248916626,0.8245614035087719
Breast_Cancer_Wisconsin,VQC_amplitude_list,2,0.01,32,500,Sigmoid(),Sigmoid(),2,0.001,5,100,6,13,0.5628058930019756,0.5985081425884313,0.6615384615384615,0.6140350877192983,2.24640154838562,0.5207592248916626,0.8245614035087719
Breast_Cancer_Wisconsin,VQC_amplitude_list,2,0.01,32,500,Sigmoid(),Sigmoid(),2,0.001,5,100,6,14,0.5615538650161618,0.5971025667692486,0.6681318681318681,0.6140350877192983,2.1766514778137207,0.5207592248916626,0.8245614035087719
Breast_Cancer_Wisconsin,VQC_amplitude_list,2,0.01,32,500,Sigmoid(),Sigmoid(),2,0.001,5,100,6,15,0.5603626809277378,0.5957329163425847,0.6681318681318681,0.6140350877192983,2.2380850315093994,0.5207592248916626,0.8245614035087719
Breast_Cancer_Wisconsin,VQC_amplitude_list,2,0.01,32,500,Sigmoid(),Sigmoid(),2,0.001,5,100,6,16,0.5592856495590001,0.5945548749806588,0.6813186813186813,0.6140350877192983,2.1722419261932373,0.5207592248916626,0.8245614035087719
Breast_Cancer_Wisconsin,VQC_amplitude_list,2,0.01,32,500,Sigmoid(),Sigmoid(),2,0.001,5,100,6,17,0.5582610663476881,0.5932763605787043,0.6703296703296703,0.6140350877192983,2.236151933670044,0.5207592248916626,0.8245614035087719
Breast_Cancer_Wisconsin,VQC_amplitude_list,2,0.01,32,500,Sigmoid(),Sigmoid(),2,0.001,5,100,6,18,0.5572976479818533,0.5921075929675186,0.6747252747252748,0.6140350877192983,2.18445086479187,0.5207592248916626,0.8245614035087719
Breast_Cancer_Wisconsin,VQC_amplitude_list,2,0.01,32,500,Sigmoid(),Sigmoid(),2,0.001,5,100,6,19,0.5563685720438486,0.5910631815592448,0.6857142857142857,0.6140350877192983,2.2905056476593018,0.5207592248916626,0.8245614035087719
Breast_Cancer_Wisconsin,VQC_amplitude_list,2,0.01,32,500,Sigmoid(),Sigmoid(),2,0.001,5,100,6,20,0.5555827103473328,0.5900080590917353,0.6835164835164835,0.6140350877192983,2.2397851943969727,0.5207592248916626,0.8245614035087719
