Dataset,List Name,SEED,AE_LEARNING_RATE,AE_BATCH_SIZE,AE_EPOCHS,AE_ENCODER_ACTIVATION_FN,AE_DECODER_ACTIVATION_FN,SEED,LEARNING_RATE,BATCH_SIZE,EPOCHS,Epoch,Train_Loss,Validation_Loss,Train_Accuracy,Validation_Accuracy,Time,Test_Loss,Test_Accuracy
Breast_Cancer_Wisconsin,NN_with_compressed_input_list,8,0.01,32,500,Sigmoid(),Sigmoid(),8,0.1,5,100,1,0.6681707599660852,0.7466781149830735,0.6065934065934065,0.49122807017543857,0.03724527359008789,0.13440186415161742,0.9473684210526315
Breast_Cancer_Wisconsin,NN_with_compressed_input_list,8,0.01,32,500,Sigmoid(),Sigmoid(),8,0.1,5,100,2,0.6574785041285085,0.7265421925929555,0.6351648351648351,0.49122807017543857,0.03719758987426758,0.13440186415161742,0.9473684210526315
Breast_Cancer_Wisconsin,NN_with_compressed_input_list,8,0.01,32,500,Sigmoid(),Sigmoid(),8,0.1,5,100,3,0.6566094202654702,0.7131056722841764,0.6351648351648351,0.49122807017543857,0.037178993225097656,0.13440186415161742,0.9473684210526315
Breast_Cancer_Wisconsin,NN_with_compressed_input_list,8,0.01,32,500,Sigmoid(),Sigmoid(),8,0.1,5,100,4,0.6518623098567292,0.7348977818823698,0.6351648351648351,0.49122807017543857,0.037108659744262695,0.13440186415161742,0.9473684210526315
Breast_Cancer_Wisconsin,NN_with_compressed_input_list,8,0.01,32,500,Sigmoid(),Sigmoid(),8,0.1,5,100,5,0.6409386789405739,0.707596174457617,0.6351648351648351,0.49122807017543857,0.03719162940979004,0.13440186415161742,0.9473684210526315
Breast_Cancer_Wisconsin,NN_with_compressed_input_list,8,0.01,32,500,Sigmoid(),Sigmoid(),8,0.1,5,100,6,0.6183672432716076,0.6580595828984913,0.6395604395604395,0.49122807017543857,0.03708815574645996,0.13440186415161742,0.9473684210526315
Breast_Cancer_Wisconsin,NN_with_compressed_input_list,8,0.01,32,500,Sigmoid(),Sigmoid(),8,0.1,5,100,7,0.5825422776269389,0.6038056972779726,0.6593406593406593,0.6140350877192983,0.037078857421875,0.13440186415161742,0.9473684210526315
Breast_Cancer_Wisconsin,NN_with_compressed_input_list,8,0.01,32,500,Sigmoid(),Sigmoid(),8,0.1,5,100,8,0.5251268790318415,0.5297514984482213,0.7186813186813187,0.7368421052631579,0.03724360466003418,0.13440186415161742,0.9473684210526315
Breast_Cancer_Wisconsin,NN_with_compressed_input_list,8,0.01,32,500,Sigmoid(),Sigmoid(),8,0.1,5,100,9,0.45883468382961146,0.43957895040512085,0.8131868131868132,0.8771929824561403,0.03712177276611328,0.13440186415161742,0.9473684210526315
Breast_Cancer_Wisconsin,NN_with_compressed_input_list,8,0.01,32,500,Sigmoid(),Sigmoid(),8,0.1,5,100,10,0.4004473547031591,0.44705884080184133,0.8417582417582418,0.7719298245614035,0.03712797164916992,0.13440186415161742,0.9473684210526315
Breast_Cancer_Wisconsin,NN_with_compressed_input_list,8,0.01,32,500,Sigmoid(),Sigmoid(),8,0.1,5,100,11,0.34635489262067354,0.37533797349846154,0.8879120879120879,0.7894736842105263,0.03713488578796387,0.13440186415161742,0.9473684210526315
Breast_Cancer_Wisconsin,NN_with_compressed_input_list,8,0.01,32,500,Sigmoid(),Sigmoid(),8,0.1,5,100,12,0.3110603994720585,0.2984236808199632,0.8923076923076924,0.9298245614035088,0.037085771560668945,0.13440186415161742,0.9473684210526315
Breast_Cancer_Wisconsin,NN_with_compressed_input_list,8,0.01,32,500,Sigmoid(),Sigmoid(),8,0.1,5,100,13,0.2782854109511271,0.27433234021851893,0.9186813186813186,0.9473684210526315,0.037287235260009766,0.13440186415161742,0.9473684210526315
Breast_Cancer_Wisconsin,NN_with_compressed_input_list,8,0.01,32,500,Sigmoid(),Sigmoid(),8,0.1,5,100,14,0.26600299832912594,0.25286935478971717,0.9010989010989011,0.9298245614035088,0.0370936393737793,0.13440186415161742,0.9473684210526315
Breast_Cancer_Wisconsin,NN_with_compressed_input_list,8,0.01,32,500,Sigmoid(),Sigmoid(),8,0.1,5,100,15,0.2536673075263644,0.28299262884416077,0.9164835164835164,0.8596491228070176,0.03712058067321777,0.13440186415161742,0.9473684210526315
Breast_Cancer_Wisconsin,NN_with_compressed_input_list,8,0.01,32,500,Sigmoid(),Sigmoid(),8,0.1,5,100,16,0.23677684442436958,0.2487747524129717,0.9142857142857143,0.8771929824561403,0.037155866622924805,0.13440186415161742,0.9473684210526315
Breast_Cancer_Wisconsin,NN_with_compressed_input_list,8,0.01,32,500,Sigmoid(),Sigmoid(),8,0.1,5,100,17,0.23126226733182811,0.21762012089030786,0.9032967032967033,0.9473684210526315,0.03706955909729004,0.13440186415161742,0.9473684210526315
Breast_Cancer_Wisconsin,NN_with_compressed_input_list,8,0.01,32,500,Sigmoid(),Sigmoid(),8,0.1,5,100,18,0.2210790100660953,0.2929521231797704,0.9142857142857143,0.8771929824561403,0.03714871406555176,0.13440186415161742,0.9473684210526315
Breast_Cancer_Wisconsin,NN_with_compressed_input_list,8,0.01,32,500,Sigmoid(),Sigmoid(),8,0.1,5,100,19,0.22226040891197685,0.23465243887090892,0.9252747252747253,0.8771929824561403,0.03719782829284668,0.13440186415161742,0.9473684210526315
Breast_Cancer_Wisconsin,NN_with_compressed_input_list,8,0.01,32,500,Sigmoid(),Sigmoid(),8,0.1,5,100,20,0.22115746575950102,0.2816398333300624,0.9120879120879121,0.8596491228070176,0.03707170486450195,0.13440186415161742,0.9473684210526315
