Dataset,List Name,SEED,AE_LEARNING_RATE,AE_BATCH_SIZE,AE_EPOCHS,AE_ENCODER_ACTIVATION_FN,AE_DECODER_ACTIVATION_FN,SEED,PREPROCESSING_ACTIVATION_FN,LEARNING_RATE,BATCH_SIZE,EPOCHS,LAYERS,Epoch,Train_Loss,Validation_Loss,Train_Accuracy,Validation_Accuracy,Time,Test_Loss,Test_Accuracy
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,1,0.28327747327940805,0.18548274484642766,0.9494505494505494,1.0,1.1454715728759766,0.22380876253571427,0.9298245614035088
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,2,0.2518879373322476,0.19511007844356068,0.945054945054945,1.0,1.1476285457611084,0.22380876253571427,0.9298245614035088
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,3,0.21241706904474195,0.18448529222555327,0.967032967032967,1.0,1.1483304500579834,0.22380876253571427,0.9298245614035088
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,4,0.20296357932326559,0.1915353471249865,0.9692307692307692,0.9824561403508771,1.2108819484710693,0.22380876253571427,0.9298245614035088
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,5,0.19938528144752588,0.20327408219638624,0.9846153846153847,1.0,1.1568143367767334,0.22380876253571427,0.9298245614035088
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,6,0.19933449714393406,0.21381810621211403,0.978021978021978,0.9824561403508771,1.1622884273529053,0.22380876253571427,0.9298245614035088
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,7,0.1989936759838691,0.26094184162323936,0.9736263736263736,0.9473684210526315,1.2012581825256348,0.22380876253571427,0.9298245614035088
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,8,0.19859788935263079,0.18669526827962776,0.978021978021978,1.0,1.2143149375915527,0.22380876253571427,0.9298245614035088
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,9,0.1964944113086868,0.18451029480549327,0.9846153846153847,1.0,1.1475226879119873,0.22380876253571427,0.9298245614035088
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,10,0.19399257184384944,0.1903009785894762,0.9802197802197802,1.0,1.1511454582214355,0.22380876253571427,0.9298245614035088
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,11,0.19707939601861513,0.18679953353446827,0.9802197802197802,1.0,1.151921033859253,0.22380876253571427,0.9298245614035088
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,12,0.19882462935133294,0.1934100548949158,0.9802197802197802,1.0,1.211656093597412,0.22380876253571427,0.9298245614035088
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,13,0.19836154743865297,0.18876765772961734,0.9758241758241758,1.0,1.1512086391448975,0.22380876253571427,0.9298245614035088
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,14,0.19677595532202458,0.1884771012946179,0.9824175824175824,1.0,1.1504168510437012,0.22380876253571427,0.9298245614035088
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,15,0.19702241086697841,0.19883950054645538,0.9824175824175824,1.0,1.1520249843597412,0.22380876253571427,0.9298245614035088
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,16,0.19813262810418894,0.19688473302021361,0.9824175824175824,1.0,1.2175054550170898,0.22380876253571427,0.9298245614035088
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,17,0.19625473202584864,0.18658098317029184,0.9802197802197802,1.0,1.1557393074035645,0.22380876253571427,0.9298245614035088
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,18,0.19722854436098874,0.18616387509463125,0.9802197802197802,1.0,1.1485388278961182,0.22380876253571427,0.9298245614035088
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,19,0.19667472829530527,0.18663835786936575,0.9846153846153847,1.0,1.1494150161743164,0.22380876253571427,0.9298245614035088
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,20,0.1973825712780376,0.19331134803462446,0.978021978021978,1.0,1.215512990951538,0.22380876253571427,0.9298245614035088
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,21,0.19651721024906244,0.18422757951836838,0.9868131868131869,1.0,1.1476085186004639,0.22380876253571427,0.9298245614035088
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,22,0.1969168538248146,0.18866069092039475,0.9802197802197802,1.0,1.1486575603485107,0.22380876253571427,0.9298245614035088
Breast_Cancer_Wisconsin,sequent_quantum_list,4,0.01,32,500,Sigmoid(),Sigmoid(),4,Sigmoid(),0.1,5,100,6,23,0.1965836281632329,0.21464851446319044,0.9802197802197802,0.9824561403508771,1.1489102840423584,0.22380876253571427,0.9298245614035088
