Dataset,List Name,SEED,AE_LEARNING_RATE,AE_BATCH_SIZE,AE_EPOCHS,AE_ENCODER_ACTIVATION_FN,AE_DECODER_ACTIVATION_FN,Epoch,Train_Loss,Validation_Loss,Time,Test_Loss
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),1,0.04906934588712894,0.03861010417233418,0.10979175567626953,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),2,0.04012678393121187,0.03587353528633605,0.009471893310546875,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),3,0.035347311950221644,0.029870928938153886,0.009410381317138672,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),4,0.029006096258514996,0.02525089656675819,0.009434938430786133,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),5,0.024661742067584258,0.02264294054794268,0.009431838989257812,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),6,0.022697240713586454,0.021334123614169385,0.00941324234008789,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),7,0.0212548780887504,0.019767147182983204,0.009415388107299805,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),8,0.018926962901928964,0.015942508483944583,0.009430408477783203,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),9,0.013673354876664897,0.010208732737432214,0.00943136215209961,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),10,0.00863091210743842,0.0075283846783920794,0.009396076202392578,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),11,0.007148291323496981,0.007027721848257266,0.009451150894165039,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),12,0.006711236460163252,0.006959220985915974,0.00940394401550293,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),13,0.006425582600456944,0.00672298716721091,0.009432792663574219,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),14,0.006241281153914351,0.006608561177595253,0.009441852569580078,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),15,0.0061310039643867244,0.006397414806360093,0.009424448013305664,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),16,0.005985173724044994,0.0062650592460630145,0.00977778434753418,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),17,0.0059335860275173576,0.006177100291761169,0.009969949722290039,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),18,0.005844373275918942,0.006263291871134382,0.009560108184814453,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),19,0.005889121209565845,0.005975058292086325,0.009429216384887695,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),20,0.005747288275754577,0.005975347216220668,0.009413003921508789,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),21,0.00562025651924903,0.005879497080769417,0.009433269500732422,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),22,0.005539414245353412,0.0058350703393510225,0.009434938430786133,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),23,0.005518793687054594,0.005929430916116838,0.009412288665771484,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),24,0.00551955299766067,0.0058833663181884445,0.009424448013305664,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),25,0.0054811156887999155,0.005741996439105838,0.009376764297485352,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),26,0.005412616051305612,0.005712518798200971,0.009450197219848633,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),27,0.005372371622204183,0.00574916677658249,0.009423255920410156,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),28,0.005352821373851901,0.005758438653645725,0.009406566619873047,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),29,0.0053826470298178105,0.005692506739257896,0.009430885314941406,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),30,0.005358662361189139,0.005653960637095636,0.00944066047668457,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),31,0.005317043659507332,0.005608486548664361,0.009430885314941406,0.003972470402663601
BankNote_Authentication,AE_loss_values,8,0.1,128,500,Sigmoid(),Sigmoid(),32,0.005259791673513413,0.005585826117626942,0.009442567825317383,0.003972470402663601
