Dataset,List Name,SEED,DIM_1,DIM_2,AE_LEARNING_RATE,AE_BATCH_SIZE,AE_EPOCHS,AE_ENCODER_ACTIVATION_FN,AE_DECODER_ACTIVATION_FN,SEED,DIM_1,DIM_2,LEARNING_RATE,BATCH_SIZE,EPOCHS,Epoch,Train_Loss,Validation_Loss,Train_Accuracy,Validation_Accuracy,Time,Test_Loss,Test_Accuracy
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,1,2.330063170865178,2.3110168830553692,0.09983333333333333,0.091,1.9558446407318115,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,2,2.3057679632802803,2.3014554651578267,0.098875,0.09066666666666667,1.95729660987854,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,3,2.3003972788651783,2.298231821457545,0.101375,0.098,1.9560394287109375,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,4,2.2983306311567624,2.295939748287201,0.10783333333333334,0.11633333333333333,1.956378698348999,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,5,2.297128774523735,2.294258780082067,0.11366666666666667,0.11466666666666667,1.9671814441680908,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,6,2.2960717861851054,2.2930401774247486,0.11225,0.066,1.9556584358215332,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,7,2.2949664382139843,2.291870236794154,0.08091666666666666,0.05633333333333333,1.9568288326263428,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,8,2.293850501775742,2.28985403974851,0.10829166666666666,0.08233333333333333,1.9567315578460693,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,9,2.292531286676725,2.2873578651746116,0.09258333333333334,0.14333333333333334,1.9564623832702637,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,10,2.2910635090867677,2.2854339361190794,0.124875,0.11666666666666667,1.9571239948272705,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,11,2.289398314108451,2.283295731941859,0.13695833333333332,0.14333333333333334,1.956519603729248,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,12,2.287512003382047,2.2802286966641745,0.14425,0.16633333333333333,1.9565463066101074,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,13,2.2853547464311124,2.2775590185324353,0.14958333333333335,0.15666666666666668,1.957141637802124,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,14,2.2828969266513983,2.274137792189916,0.14654166666666665,0.17333333333333334,1.9560341835021973,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,15,2.280151329835256,2.2693646081288654,0.15516666666666667,0.19433333333333333,1.955793857574463,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,16,2.27698570912083,2.2651017332077026,0.16116666666666668,0.17933333333333334,1.9552431106567383,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,17,2.273503570954005,2.2598480955759683,0.16408333333333333,0.18966666666666668,2.0030765533447266,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,18,2.269806393881639,2.2549232347806294,0.16379166666666667,0.17966666666666667,1.9569141864776611,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,19,2.265743608425061,2.2495543281237285,0.165,0.17666666666666667,1.9951443672180176,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,20,2.2613956019779047,2.243566712141037,0.16233333333333333,0.18766666666666668,1.9534833431243896,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,21,2.2568224870661893,2.2373012357950213,0.16504166666666667,0.17933333333333334,1.9561314582824707,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,22,2.2520128913472095,2.230899335940679,0.16966666666666666,0.16233333333333333,1.9548144340515137,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,23,2.246892557169,2.2238483158747355,0.164875,0.177,2.031839370727539,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,24,2.2415294097860654,2.2172750637928647,0.16504166666666667,0.166,1.9552767276763916,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,25,2.2360243957489727,2.209566940665245,0.17183333333333334,0.178,1.9535164833068848,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,26,2.2301909353832405,2.202157163421313,0.167125,0.17333333333333334,1.9537880420684814,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,27,2.224459131831924,2.1947306499878567,0.17433333333333334,0.175,1.9883179664611816,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,28,2.218422685936093,2.1878836957613625,0.17054166666666667,0.192,1.954646110534668,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,29,2.212514944821596,2.1797978925704955,0.17741666666666667,0.187,1.9554986953735352,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,30,2.206350395505627,2.172130837639173,0.17970833333333333,0.19166666666666668,1.9558262825012207,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,31,2.2003370974212886,2.165098894238472,0.17925,0.18933333333333333,1.9565303325653076,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,32,2.1943134843061367,2.15773673415184,0.18141666666666667,0.191,1.9565753936767578,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,33,2.188430298740665,2.1507003740469615,0.18225,0.18866666666666668,1.9564220905303955,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,34,2.182568246722221,2.1440618069966635,0.18566666666666667,0.19366666666666665,1.9580891132354736,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,35,2.17689749032259,2.13750651995341,0.1925,0.19366666666666665,1.9551560878753662,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,36,2.1713224698851508,2.1315465195973715,0.1895,0.19533333333333333,1.955970048904419,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,37,2.165988776112596,2.125527707338333,0.19125,0.19366666666666665,1.9561052322387695,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,38,2.160746293167273,2.119594986041387,0.19479166666666667,0.19666666666666666,1.9576451778411865,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,39,2.155787862688303,2.1149026683966317,0.19816666666666666,0.19766666666666666,1.9569809436798096,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,40,2.1509706227233014,2.1100133607784906,0.19729166666666667,0.196,1.95662522315979,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,41,2.146436090717713,2.105427244702975,0.20020833333333332,0.20033333333333334,1.9564151763916016,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,42,2.1420033656557402,2.100613767504692,0.20295833333333332,0.20766666666666667,1.9728875160217285,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,43,2.1378036916007597,2.097239930033684,0.206625,0.19933333333333333,1.9572157859802246,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,44,2.133805527587732,2.09302971303463,0.20416666666666666,0.20366666666666666,2.7195017337799072,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,45,2.1299897909164427,2.0894123262166975,0.20741666666666667,0.20833333333333334,1.956784725189209,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,46,2.126413420215249,2.086480877995491,0.211625,0.21366666666666667,1.9673616886138916,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,47,2.122946581095457,2.0839942103624343,0.21158333333333335,0.20166666666666666,1.9817843437194824,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,48,2.119773670534293,2.0800564430157342,0.21829166666666666,0.21566666666666667,1.9999053478240967,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,49,2.1166509164621434,2.077466548283895,0.21704166666666666,0.21833333333333332,1.9560983180999756,2.081635578672091,0.213
Audio_MNIST,NN_with_compressed_input_list,1,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,28,28,0.001,5,50,50,2.1136873675882817,2.0753598246971765,0.216875,0.221,1.9626491069793701,2.081635578672091,0.213
