Dataset,List Name,SEED,DIM_1,DIM_2,AE_LEARNING_RATE,AE_BATCH_SIZE,AE_EPOCHS,AE_ENCODER_ACTIVATION_FN,AE_DECODER_ACTIVATION_FN,SEED,DIM_1,DIM_2,LEARNING_RATE,BATCH_SIZE,EPOCHS,Epoch,Train_Loss,Validation_Loss,Train_Accuracy,Validation_Accuracy,Time,Test_Loss,Test_Accuracy
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.001,5,50,1,2.3025429011384646,2.3019285281499227,0.100875,0.10266666666666667,3.0831031799316406,2.0790089152256646,0.6046666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.001,5,50,2,2.3017142583429813,2.300598593552907,0.1125,0.142,3.0929794311523438,2.0790089152256646,0.6046666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.001,5,50,3,2.3009740063548088,2.2993794842561086,0.12916666666666668,0.14066666666666666,3.087841272354126,2.0790089152256646,0.6046666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.001,5,50,4,2.3002446528275806,2.2981830139954886,0.13583333333333333,0.197,3.077000141143799,2.0790089152256646,0.6046666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.001,5,50,5,2.2995071271061898,2.296909110546112,0.163625,0.193,3.0765538215637207,2.0790089152256646,0.6046666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.001,5,50,6,2.29875259026885,2.2955465122063954,0.16516666666666666,0.23166666666666666,3.074140787124634,2.0790089152256646,0.6046666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.001,5,50,7,2.297973181953033,2.2941598971684773,0.17425,0.22366666666666668,3.090157985687256,2.0790089152256646,0.6046666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.001,5,50,8,2.297169446647167,2.2926139668623606,0.168125,0.23966666666666667,3.100731372833252,2.0790089152256646,0.6046666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.001,5,50,9,2.2963247623542946,2.291101771990458,0.178,0.23033333333333333,3.0938382148742676,2.0790089152256646,0.6046666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.001,5,50,10,2.295445917546749,2.2895299232006074,0.187875,0.2753333333333333,3.0855517387390137,2.0790089152256646,0.6046666666666667
