Dataset,List Name,SEED,DIM_1,DIM_2,AE_LEARNING_RATE,AE_BATCH_SIZE,AE_EPOCHS,AE_ENCODER_ACTIVATION_FN,AE_DECODER_ACTIVATION_FN,SEED,DIM_1,DIM_2,LEARNING_RATE,BATCH_SIZE,EPOCHS,Epoch,Train_Loss,Validation_Loss,Train_Accuracy,Validation_Accuracy,Time,Test_Loss,Test_Accuracy
Audio_MNIST,NN_with_compressed_input_list,6,28,28,0.001,128,500,Sigmoid(),Sigmoid(),6,28,28,0.01,5,50,1,2.3010891278336447,2.2721616208553312,0.133,0.18233333333333332,2.0334959030151367,1.825168990790844,0.30666666666666664
Audio_MNIST,NN_with_compressed_input_list,6,28,28,0.001,128,500,Sigmoid(),Sigmoid(),6,28,28,0.01,5,50,2,2.2289857472727697,2.1249974981943764,0.190125,0.19133333333333333,2.023394823074341,1.825168990790844,0.30666666666666664
Audio_MNIST,NN_with_compressed_input_list,6,28,28,0.001,128,500,Sigmoid(),Sigmoid(),6,28,28,0.01,5,50,3,2.075659054120382,1.971916689078013,0.226875,0.246,2.0238876342773438,1.825168990790844,0.30666666666666664
Audio_MNIST,NN_with_compressed_input_list,6,28,28,0.001,128,500,Sigmoid(),Sigmoid(),6,28,28,0.01,5,50,4,1.9676476536939542,1.919634647568067,0.2579166666666667,0.25666666666666665,2.029146194458008,1.825168990790844,0.30666666666666664
Audio_MNIST,NN_with_compressed_input_list,6,28,28,0.001,128,500,Sigmoid(),Sigmoid(),6,28,28,0.01,5,50,5,1.9110365086173018,1.8909277737140655,0.28079166666666666,0.2793333333333333,2.026096820831299,1.825168990790844,0.30666666666666664
Audio_MNIST,NN_with_compressed_input_list,6,28,28,0.001,128,500,Sigmoid(),Sigmoid(),6,28,28,0.01,5,50,6,1.8702905963609615,1.8554083836078643,0.2964583333333333,0.2906666666666667,2.0214431285858154,1.825168990790844,0.30666666666666664
Audio_MNIST,NN_with_compressed_input_list,6,28,28,0.001,128,500,Sigmoid(),Sigmoid(),6,28,28,0.01,5,50,7,1.84086483211567,1.8357504069805146,0.30641666666666667,0.2946666666666667,2.021322011947632,1.825168990790844,0.30666666666666664
Audio_MNIST,NN_with_compressed_input_list,6,28,28,0.001,128,500,Sigmoid(),Sigmoid(),6,28,28,0.01,5,50,8,1.8191861641034484,1.8244327076276143,0.31333333333333335,0.297,2.0207550525665283,1.825168990790844,0.30666666666666664
Audio_MNIST,NN_with_compressed_input_list,6,28,28,0.001,128,500,Sigmoid(),Sigmoid(),6,28,28,0.01,5,50,9,1.8064285544802745,1.855183820227782,0.31404166666666666,0.30633333333333335,2.0514023303985596,1.825168990790844,0.30666666666666664
Audio_MNIST,NN_with_compressed_input_list,6,28,28,0.001,128,500,Sigmoid(),Sigmoid(),6,28,28,0.01,5,50,10,1.7983378888542454,1.833721886575222,0.313,0.291,2.0198493003845215,1.825168990790844,0.30666666666666664
Audio_MNIST,NN_with_compressed_input_list,6,28,28,0.001,128,500,Sigmoid(),Sigmoid(),6,28,28,0.01,5,50,11,1.7935306205352148,1.8155548357963562,0.309,0.31,2.0212197303771973,1.825168990790844,0.30666666666666664
Audio_MNIST,NN_with_compressed_input_list,6,28,28,0.001,128,500,Sigmoid(),Sigmoid(),6,28,28,0.01,5,50,12,1.7900089240695038,1.8273643697301547,0.30925,0.31066666666666665,2.0333588123321533,1.825168990790844,0.30666666666666664
