Dataset,List Name,SEED,AE_LEARNING_RATE,AE_BATCH_SIZE,AE_EPOCHS,AE_ENCODER_ACTIVATION_FN,AE_DECODER_ACTIVATION_FN,SEED,PREPROCESSING_ACTIVATION_FN,LEARNING_RATE,BATCH_SIZE,EPOCHS,LAYERS,Epoch,Train_Loss,Validation_Loss,Train_Accuracy,Validation_Accuracy,Time,Test_Loss,Test_Accuracy
BankNote_Authentication,dressed_classical_list,1,0.1,128,500,Sigmoid(),Sigmoid(),1,Sigmoid(),0.01,5,100,6,1,0.713585406460323,0.6817814912239131,0.5095715587967183,0.5474452554744526,2.7336068153381348,0.07115529213384118,0.9782608695652174
BankNote_Authentication,dressed_classical_list,1,0.1,128,500,Sigmoid(),Sigmoid(),1,Sigmoid(),0.01,5,100,6,2,0.6745086522567457,0.6782893133859564,0.5615314494074749,0.5255474452554745,2.760556936264038,0.07115529213384118,0.9782608695652174
BankNote_Authentication,dressed_classical_list,1,0.1,128,500,Sigmoid(),Sigmoid(),1,Sigmoid(),0.01,5,100,6,3,0.6690259074882257,0.6701854354273664,0.5569735642661805,0.5620437956204379,2.752822160720825,0.07115529213384118,0.9782608695652174
BankNote_Authentication,dressed_classical_list,1,0.1,128,500,Sigmoid(),Sigmoid(),1,Sigmoid(),0.01,5,100,6,4,0.6619902751395783,0.6619903414788908,0.5879671832269827,0.5766423357664233,2.6871604919433594,0.07115529213384118,0.9782608695652174
BankNote_Authentication,dressed_classical_list,1,0.1,128,500,Sigmoid(),Sigmoid(),1,Sigmoid(),0.01,5,100,6,5,0.6529589156834994,0.6511659783168431,0.6235186873290793,0.5985401459854015,2.751735210418701,0.07115529213384118,0.9782608695652174
BankNote_Authentication,dressed_classical_list,1,0.1,128,500,Sigmoid(),Sigmoid(),1,Sigmoid(),0.01,5,100,6,6,0.6416809100015879,0.6354105707502713,0.6326344576116681,0.7007299270072993,2.687312364578247,0.07115529213384118,0.9782608695652174
BankNote_Authentication,dressed_classical_list,1,0.1,128,500,Sigmoid(),Sigmoid(),1,Sigmoid(),0.01,5,100,6,7,0.6291313801392057,0.6193704892249003,0.707383773928897,0.6934306569343066,2.7553977966308594,0.07115529213384118,0.9782608695652174
BankNote_Authentication,dressed_classical_list,1,0.1,128,500,Sigmoid(),Sigmoid(),1,Sigmoid(),0.01,5,100,6,8,0.6126403745022707,0.5996795620796455,0.7301731996353692,0.7226277372262774,2.7529516220092773,0.07115529213384118,0.9782608695652174
BankNote_Authentication,dressed_classical_list,1,0.1,128,500,Sigmoid(),Sigmoid(),1,Sigmoid(),0.01,5,100,6,9,0.5938682485246181,0.5762166959525895,0.740200546946217,0.781021897810219,2.6716206073760986,0.07115529213384118,0.9782608695652174
BankNote_Authentication,dressed_classical_list,1,0.1,128,500,Sigmoid(),Sigmoid(),1,Sigmoid(),0.01,5,100,6,10,0.5729110686748595,0.5515124569409084,0.7702825888787602,0.7956204379562044,2.758707284927368,0.07115529213384118,0.9782608695652174
BankNote_Authentication,dressed_classical_list,1,0.1,128,500,Sigmoid(),Sigmoid(),1,Sigmoid(),0.01,5,100,6,11,0.550986841090071,0.525598316514579,0.7903372835004557,0.7956204379562044,9.945553302764893,0.07115529213384118,0.9782608695652174
BankNote_Authentication,dressed_classical_list,1,0.1,128,500,Sigmoid(),Sigmoid(),1,Sigmoid(),0.01,5,100,6,12,0.5267128758302252,0.49993889131685243,0.8040109389243391,0.8248175182481752,2.754507541656494,0.07115529213384118,0.9782608695652174
BankNote_Authentication,dressed_classical_list,1,0.1,128,500,Sigmoid(),Sigmoid(),1,Sigmoid(),0.01,5,100,6,13,0.5054828449608308,0.4766105956187213,0.8149498632634458,0.8175182481751825,2.7626943588256836,0.07115529213384118,0.9782608695652174
BankNote_Authentication,dressed_classical_list,1,0.1,128,500,Sigmoid(),Sigmoid(),1,Sigmoid(),0.01,5,100,6,14,0.4824667088449708,0.4519246592573876,0.8231540565177757,0.8394160583941606,2.7000412940979004,0.07115529213384118,0.9782608695652174
BankNote_Authentication,dressed_classical_list,1,0.1,128,500,Sigmoid(),Sigmoid(),1,Sigmoid(),0.01,5,100,6,15,0.4598404709436509,0.439888051935356,0.8350045578851413,0.8248175182481752,2.935678005218506,0.07115529213384118,0.9782608695652174
BankNote_Authentication,dressed_classical_list,1,0.1,128,500,Sigmoid(),Sigmoid(),1,Sigmoid(),0.01,5,100,6,16,0.43951525084789816,0.41099965920413495,0.8404740200546946,0.8613138686131386,2.696535110473633,0.07115529213384118,0.9782608695652174
BankNote_Authentication,dressed_classical_list,1,0.1,128,500,Sigmoid(),Sigmoid(),1,Sigmoid(),0.01,5,100,6,17,0.4196929819168779,0.38839392777341997,0.8596171376481313,0.8613138686131386,2.7603044509887695,0.07115529213384118,0.9782608695652174
BankNote_Authentication,dressed_classical_list,1,0.1,128,500,Sigmoid(),Sigmoid(),1,Sigmoid(),0.01,5,100,6,18,0.40110244507559234,0.3705732264440425,0.8632634457611669,0.8613138686131386,2.6851987838745117,0.07115529213384118,0.9782608695652174
BankNote_Authentication,dressed_classical_list,1,0.1,128,500,Sigmoid(),Sigmoid(),1,Sigmoid(),0.01,5,100,6,19,0.38284266624623464,0.352298809881628,0.8714676390154968,0.8759124087591241,2.762064218521118,0.07115529213384118,0.9782608695652174
BankNote_Authentication,dressed_classical_list,1,0.1,128,500,Sigmoid(),Sigmoid(),1,Sigmoid(),0.01,5,100,6,20,0.3654004920583045,0.33527566982011725,0.8805834092980857,0.8832116788321168,2.751826047897339,0.07115529213384118,0.9782608695652174
