Dataset,List Name,SEED,DIM_1,DIM_2,AE_LEARNING_RATE,AE_BATCH_SIZE,AE_EPOCHS,AE_ENCODER_ACTIVATION_FN,AE_DECODER_ACTIVATION_FN,SEED,DIM_1,DIM_2,LEARNING_RATE,BATCH_SIZE,EPOCHS,Epoch,Train_Loss,Validation_Loss,Train_Accuracy,Validation_Accuracy,Time,Test_Loss,Test_Accuracy
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.01,5,50,1,2.2999535878996054,2.289718148310979,0.11816666666666667,0.14533333333333334,10.373481512069702,0.5788255645191627,0.8736666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.01,5,50,2,2.290164940158526,2.267931324839592,0.16833333333333333,0.18066666666666667,10.398706197738647,0.5788255645191627,0.8736666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.01,5,50,3,2.273332579086224,2.232827005783717,0.201125,0.30833333333333335,10.385640144348145,0.5788255645191627,0.8736666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.01,5,50,4,2.2453313469141722,2.1812371800343198,0.27279166666666665,0.31,10.59819746017456,0.5788255645191627,0.8736666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.01,5,50,5,2.2036147842307887,2.111236680348714,0.32175,0.43766666666666665,10.480824947357178,0.5788255645191627,0.8736666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.01,5,50,6,2.1476767612745364,2.0278510065873463,0.36325,0.5043333333333333,10.371419191360474,0.5788255645191627,0.8736666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.01,5,50,7,2.080614191815257,1.9320368578036626,0.42841666666666667,0.5716666666666667,10.368501424789429,0.5788255645191627,0.8736666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.01,5,50,8,2.004992054750522,1.8343889742096264,0.472375,0.553,10.450920820236206,0.5788255645191627,0.8736666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.01,5,50,9,1.9242345835765202,1.740239150126775,0.494625,0.5496666666666666,10.258926630020142,0.5788255645191627,0.8736666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.01,5,50,10,1.8432133793085814,1.647485776344935,0.5387083333333333,0.6156666666666667,10.712122201919556,0.5788255645191627,0.8736666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.01,5,50,11,1.7634666281441846,1.561095716158549,0.5724583333333333,0.586,10.272581338882446,0.5788255645191627,0.8736666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.01,5,50,12,1.687236486946543,1.4794466625650724,0.59275,0.6293333333333333,10.545218706130981,0.5788255645191627,0.8736666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.01,5,50,13,1.6144138996923962,1.3989978612959384,0.616375,0.7273333333333334,10.391738176345825,0.5788255645191627,0.8736666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.01,5,50,14,1.5460227288367847,1.3405240111549694,0.63675,0.6973333333333334,10.238813638687134,0.5788255645191627,0.8736666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.01,5,50,15,1.4821008296559255,1.2754069194818536,0.656375,0.688,10.241396427154541,0.5788255645191627,0.8736666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.01,5,50,16,1.4231949986020724,1.2196913425376017,0.675375,0.7333333333333333,10.57779574394226,0.5788255645191627,0.8736666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.01,5,50,17,1.3669712249779453,1.1735702303548654,0.687375,0.7276666666666667,10.494733333587646,0.5788255645191627,0.8736666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.01,5,50,18,1.3169214350295564,1.1240614306926728,0.7054583333333333,0.7603333333333333,10.381873607635498,0.5788255645191627,0.8736666666666667
Audio_MNIST,NN_with_original_input_list,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,28,28,0.01,5,50,19,1.2691341724836578,1.0738767337302366,0.710875,0.7623333333333333,10.558053731918335,0.5788255645191627,0.8736666666666667
