Dataset,List Name,SEED,DIM_1,DIM_2,AE_LEARNING_RATE,AE_BATCH_SIZE,AE_EPOCHS,AE_ENCODER_ACTIVATION_FN,AE_DECODER_ACTIVATION_FN,SEED,DIM_1,DIM_2,PREPROCESSING_ACTIVATION_FN,LEARNING_RATE,BATCH_SIZE,EPOCHS,LAYERS,Epoch,Train_Loss,Validation_Loss,Train_Accuracy,Validation_Accuracy,Time,Test_Loss,Test_Accuracy
Audio_MNIST,dressed_classical_list,2,28,28,0.001,128,500,Sigmoid(),Sigmoid(),2,28,28,Sigmoid(),0.01,5,50,6,1,2.3042977962394557,2.3020759403705595,0.099,0.10533333333333333,227.52552700042725,1.4678173171480497,0.5333333333333333
Audio_MNIST,dressed_classical_list,2,28,28,0.001,128,500,Sigmoid(),Sigmoid(),2,28,28,Sigmoid(),0.01,5,50,6,2,2.3029119434952734,2.3033054784933724,0.10083333333333333,0.1,233.87017345428467,1.4678173171480497,0.5333333333333333
Audio_MNIST,dressed_classical_list,2,28,28,0.001,128,500,Sigmoid(),Sigmoid(),2,28,28,Sigmoid(),0.01,5,50,6,3,2.302681100815535,2.301895871559779,0.10191666666666667,0.12533333333333332,228.52765703201294,1.4678173171480497,0.5333333333333333
Audio_MNIST,dressed_classical_list,2,28,28,0.001,128,500,Sigmoid(),Sigmoid(),2,28,28,Sigmoid(),0.01,5,50,6,4,2.3021512175599734,2.301523303985596,0.10616666666666667,0.09733333333333333,227.3139946460724,1.4678173171480497,0.5333333333333333
Audio_MNIST,dressed_classical_list,2,28,28,0.001,128,500,Sigmoid(),Sigmoid(),2,28,28,Sigmoid(),0.01,5,50,6,5,2.301923492352168,2.3000278894106545,0.104125,0.16533333333333333,228.15318727493286,1.4678173171480497,0.5333333333333333
Audio_MNIST,dressed_classical_list,2,28,28,0.001,128,500,Sigmoid(),Sigmoid(),2,28,28,Sigmoid(),0.01,5,50,6,6,2.301306341737509,2.29900958776474,0.11004166666666666,0.17766666666666667,227.85173964500427,1.4678173171480497,0.5333333333333333
Audio_MNIST,dressed_classical_list,2,28,28,0.001,128,500,Sigmoid(),Sigmoid(),2,28,28,Sigmoid(),0.01,5,50,6,7,2.3004264861842,2.297319145997365,0.11483333333333333,0.11533333333333333,227.93909335136414,1.4678173171480497,0.5333333333333333
Audio_MNIST,dressed_classical_list,2,28,28,0.001,128,500,Sigmoid(),Sigmoid(),2,28,28,Sigmoid(),0.01,5,50,6,8,2.2993151640892027,2.2951978886127473,0.11983333333333333,0.124,235.10858249664307,1.4678173171480497,0.5333333333333333
Audio_MNIST,dressed_classical_list,2,28,28,0.001,128,500,Sigmoid(),Sigmoid(),2,28,28,Sigmoid(),0.01,5,50,6,9,2.297643854767084,2.292904907464981,0.12495833333333334,0.164,227.57845997810364,1.4678173171480497,0.5333333333333333
Audio_MNIST,dressed_classical_list,2,28,28,0.001,128,500,Sigmoid(),Sigmoid(),2,28,28,Sigmoid(),0.01,5,50,6,10,2.295665956089894,2.2896368849277495,0.13904166666666667,0.16666666666666666,227.53132343292236,1.4678173171480497,0.5333333333333333
Audio_MNIST,dressed_classical_list,2,28,28,0.001,128,500,Sigmoid(),Sigmoid(),2,28,28,Sigmoid(),0.01,5,50,6,11,2.2928582127888997,2.2862745372454327,0.14283333333333334,0.12066666666666667,228.74197602272034,1.4678173171480497,0.5333333333333333
Audio_MNIST,dressed_classical_list,2,28,28,0.001,128,500,Sigmoid(),Sigmoid(),2,28,28,Sigmoid(),0.01,5,50,6,12,2.289372085084518,2.2791355299949645,0.15133333333333332,0.18266666666666667,227.46268820762634,1.4678173171480497,0.5333333333333333
Audio_MNIST,dressed_classical_list,2,28,28,0.001,128,500,Sigmoid(),Sigmoid(),2,28,28,Sigmoid(),0.01,5,50,6,13,2.2843172107140224,2.2720434355735777,0.16808333333333333,0.16333333333333333,234.6289176940918,1.4678173171480497,0.5333333333333333
Audio_MNIST,dressed_classical_list,2,28,28,0.001,128,500,Sigmoid(),Sigmoid(),2,28,28,Sigmoid(),0.01,5,50,6,14,2.278333262850841,2.2621518003940584,0.18779166666666666,0.22633333333333333,227.73522901535034,1.4678173171480497,0.5333333333333333
Audio_MNIST,dressed_classical_list,2,28,28,0.001,128,500,Sigmoid(),Sigmoid(),2,28,28,Sigmoid(),0.01,5,50,6,15,2.2705289578437804,2.2505005085468293,0.20891666666666667,0.261,229.70330023765564,1.4678173171480497,0.5333333333333333
