Dataset,List Name,SEED,AE_LEARNING_RATE,AE_BATCH_SIZE,AE_EPOCHS,AE_ENCODER_ACTIVATION_FN,AE_DECODER_ACTIVATION_FN,SEED,LEARNING_RATE,BATCH_SIZE,EPOCHS,Epoch,Train_Loss,Validation_Loss,Train_Accuracy,Validation_Accuracy,Time,Test_Loss,Test_Accuracy
BankNote_Authentication,NN_with_original_input_list,7,0.1,128,500,Sigmoid(),Sigmoid(),7,0.1,5,100,1,0.6894099139960767,0.6877690988735561,0.5378304466727438,0.5401459854014599,0.08732485771179199,0.004857988796583663,1.0
BankNote_Authentication,NN_with_original_input_list,7,0.1,128,500,Sigmoid(),Sigmoid(),7,0.1,5,100,2,0.6320702816642406,0.5316868583216284,0.6873290793072014,0.8175182481751825,0.08733224868774414,0.004857988796583663,1.0
BankNote_Authentication,NN_with_original_input_list,7,0.1,128,500,Sigmoid(),Sigmoid(),7,0.1,5,100,3,0.44886349648264395,0.3421021125612468,0.8222424794895169,0.8686131386861314,0.08719062805175781,0.004857988796583663,1.0
BankNote_Authentication,NN_with_original_input_list,7,0.1,128,500,Sigmoid(),Sigmoid(),7,0.1,5,100,4,0.2859742611021809,0.19530602392271487,0.8988149498632635,0.9343065693430657,0.0872645378112793,0.004857988796583663,1.0
BankNote_Authentication,NN_with_original_input_list,7,0.1,128,500,Sigmoid(),Sigmoid(),7,0.1,5,100,5,0.17678358076427236,0.12314515003431452,0.9453053783044667,0.9708029197080292,0.08723783493041992,0.004857988796583663,1.0
BankNote_Authentication,NN_with_original_input_list,7,0.1,128,500,Sigmoid(),Sigmoid(),7,0.1,5,100,6,0.11883771128582352,0.08099748935196957,0.9644484958979034,0.9781021897810219,0.08734917640686035,0.004857988796583663,1.0
BankNote_Authentication,NN_with_original_input_list,7,0.1,128,500,Sigmoid(),Sigmoid(),7,0.1,5,100,7,0.09063301178810942,0.2039711896064997,0.9744758432087511,0.927007299270073,0.08724689483642578,0.004857988796583663,1.0
BankNote_Authentication,NN_with_original_input_list,7,0.1,128,500,Sigmoid(),Sigmoid(),7,0.1,5,100,8,0.07494443952154331,0.06995651218870207,0.9744758432087511,0.9781021897810219,0.08729720115661621,0.004857988796583663,1.0
BankNote_Authentication,NN_with_original_input_list,7,0.1,128,500,Sigmoid(),Sigmoid(),7,0.1,5,100,9,0.0689295281825032,0.05316000783911152,0.9762989972652689,0.9781021897810219,0.08763742446899414,0.004857988796583663,1.0
BankNote_Authentication,NN_with_original_input_list,7,0.1,128,500,Sigmoid(),Sigmoid(),7,0.1,5,100,10,0.05945375313867332,0.055436721134482184,0.9790337283500455,0.9781021897810219,0.08722114562988281,0.004857988796583663,1.0
BankNote_Authentication,NN_with_original_input_list,7,0.1,128,500,Sigmoid(),Sigmoid(),7,0.1,5,100,11,0.05462199783524874,0.049390836754800195,0.98359161349134,0.9781021897810219,0.08710265159606934,0.004857988796583663,1.0
BankNote_Authentication,NN_with_original_input_list,7,0.1,128,500,Sigmoid(),Sigmoid(),7,0.1,5,100,12,0.052556197951932386,0.10909640535892388,0.9808568824065633,0.9635036496350365,0.0872802734375,0.004857988796583663,1.0
BankNote_Authentication,NN_with_original_input_list,7,0.1,128,500,Sigmoid(),Sigmoid(),7,0.1,5,100,13,0.0538317840080496,0.07808487871610797,0.9817684594348223,0.9708029197080292,0.08737492561340332,0.004857988796583663,1.0
BankNote_Authentication,NN_with_original_input_list,7,0.1,128,500,Sigmoid(),Sigmoid(),7,0.1,5,100,14,0.05719328003711812,0.06834586238468161,0.9781221513217867,0.9781021897810219,0.08732414245605469,0.004857988796583663,1.0
BankNote_Authentication,NN_with_original_input_list,7,0.1,128,500,Sigmoid(),Sigmoid(),7,0.1,5,100,15,0.05041641778305832,0.0442239807045128,0.9808568824065633,0.9781021897810219,0.08721923828125,0.004857988796583663,1.0
BankNote_Authentication,NN_with_original_input_list,7,0.1,128,500,Sigmoid(),Sigmoid(),7,0.1,5,100,16,0.05123438546996489,0.04510195047788349,0.9790337283500455,0.9781021897810219,0.08722758293151855,0.004857988796583663,1.0
BankNote_Authentication,NN_with_original_input_list,7,0.1,128,500,Sigmoid(),Sigmoid(),7,0.1,5,100,17,0.0413859731338599,0.0416052077967422,0.9854147675478578,0.9781021897810219,0.08739686012268066,0.004857988796583663,1.0
BankNote_Authentication,NN_with_original_input_list,7,0.1,128,500,Sigmoid(),Sigmoid(),7,0.1,5,100,18,0.042885773280362104,0.06869069896434454,0.9854147675478578,0.9781021897810219,0.0871889591217041,0.004857988796583663,1.0
BankNote_Authentication,NN_with_original_input_list,7,0.1,128,500,Sigmoid(),Sigmoid(),7,0.1,5,100,19,0.04650246224956377,0.05580832410593565,0.9799453053783045,0.9781021897810219,0.08716177940368652,0.004857988796583663,1.0
BankNote_Authentication,NN_with_original_input_list,7,0.1,128,500,Sigmoid(),Sigmoid(),7,0.1,5,100,20,0.04535769598439477,0.07195712595771876,0.9854147675478578,0.9781021897810219,0.08770227432250977,0.004857988796583663,1.0
BankNote_Authentication,NN_with_original_input_list,7,0.1,128,500,Sigmoid(),Sigmoid(),7,0.1,5,100,21,0.042834896514721346,0.05588613472960509,0.9826800364630811,0.9854014598540146,0.08797502517700195,0.004857988796583663,1.0
BankNote_Authentication,NN_with_original_input_list,7,0.1,128,500,Sigmoid(),Sigmoid(),7,0.1,5,100,22,0.04245347772439884,0.05899272053430272,0.9826800364630811,0.9781021897810219,0.08725690841674805,0.004857988796583663,1.0
