Dataset,List Name,SEED,AE_LEARNING_RATE,AE_BATCH_SIZE,AE_EPOCHS,AE_ENCODER_ACTIVATION_FN,AE_DECODER_ACTIVATION_FN,SEED,LEARNING_RATE,BATCH_SIZE,EPOCHS,Epoch,Train_Loss,Validation_Loss,Train_Accuracy,Validation_Accuracy,Time,Test_Loss,Test_Accuracy
BankNote_Authentication,NN_with_compressed_input_list,6,0.1,128,500,Sigmoid(),Sigmoid(),6,0.1,5,100,1,0.6826667491696374,0.6782965688374791,0.5542388331814039,0.5547445255474452,0.09541845321655273,0.37139700125039055,0.7971014492753623
BankNote_Authentication,NN_with_compressed_input_list,6,0.1,128,500,Sigmoid(),Sigmoid(),6,0.1,5,100,2,0.6504416150892444,0.6148664002870992,0.6125797629899726,0.781021897810219,0.08974719047546387,0.37139700125039055,0.7971014492753623
BankNote_Authentication,NN_with_compressed_input_list,6,0.1,128,500,Sigmoid(),Sigmoid(),6,0.1,5,100,3,0.5738216950036008,0.5172567313169911,0.7201458523245214,0.7372262773722628,0.0897216796875,0.37139700125039055,0.7971014492753623
BankNote_Authentication,NN_with_compressed_input_list,6,0.1,128,500,Sigmoid(),Sigmoid(),6,0.1,5,100,4,0.49587171196720226,0.5398015770381385,0.764813126709207,0.6861313868613139,0.08974075317382812,0.37139700125039055,0.7971014492753623
BankNote_Authentication,NN_with_compressed_input_list,6,0.1,128,500,Sigmoid(),Sigmoid(),6,0.1,5,100,5,0.45460269990680213,0.5188691865136154,0.7793983591613491,0.7664233576642335,0.0897524356842041,0.37139700125039055,0.7971014492753623
BankNote_Authentication,NN_with_compressed_input_list,6,0.1,128,500,Sigmoid(),Sigmoid(),6,0.1,5,100,6,0.45008408343427925,0.4711177802651468,0.7775752051048314,0.8175182481751825,0.08954620361328125,0.37139700125039055,0.7971014492753623
BankNote_Authentication,NN_with_compressed_input_list,6,0.1,128,500,Sigmoid(),Sigmoid(),6,0.1,5,100,7,0.43491996408405365,0.4107351670735074,0.7939835916134913,0.7883211678832117,0.08958148956298828,0.37139700125039055,0.7971014492753623
BankNote_Authentication,NN_with_compressed_input_list,6,0.1,128,500,Sigmoid(),Sigmoid(),6,0.1,5,100,8,0.43695854206137363,0.3928057020598084,0.7784867821330902,0.781021897810219,0.08962011337280273,0.37139700125039055,0.7971014492753623
BankNote_Authentication,NN_with_compressed_input_list,6,0.1,128,500,Sigmoid(),Sigmoid(),6,0.1,5,100,9,0.4363308164308912,0.3927773843607763,0.780309936189608,0.7883211678832117,0.08955144882202148,0.37139700125039055,0.7971014492753623
BankNote_Authentication,NN_with_compressed_input_list,6,0.1,128,500,Sigmoid(),Sigmoid(),6,0.1,5,100,10,0.4271849846924123,0.3884633434732465,0.7876025524156791,0.781021897810219,0.08958554267883301,0.37139700125039055,0.7971014492753623
BankNote_Authentication,NN_with_compressed_input_list,6,0.1,128,500,Sigmoid(),Sigmoid(),6,0.1,5,100,11,0.4329743437883304,0.3895036744048996,0.7766636280765725,0.7737226277372263,0.08961868286132812,0.37139700125039055,0.7971014492753623
BankNote_Authentication,NN_with_compressed_input_list,6,0.1,128,500,Sigmoid(),Sigmoid(),6,0.1,5,100,12,0.42934528413273687,0.39075526687568124,0.7766636280765725,0.781021897810219,0.08964347839355469,0.37139700125039055,0.7971014492753623
BankNote_Authentication,NN_with_compressed_input_list,6,0.1,128,500,Sigmoid(),Sigmoid(),6,0.1,5,100,13,0.42118563199943865,0.5115413491199486,0.7866909753874203,0.7883211678832117,0.08967185020446777,0.37139700125039055,0.7971014492753623
BankNote_Authentication,NN_with_compressed_input_list,6,0.1,128,500,Sigmoid(),Sigmoid(),6,0.1,5,100,14,0.42211167692947954,0.41072072725008874,0.7921604375569735,0.8175182481751825,0.08944129943847656,0.37139700125039055,0.7971014492753623
BankNote_Authentication,NN_with_compressed_input_list,6,0.1,128,500,Sigmoid(),Sigmoid(),6,0.1,5,100,15,0.4223517768268381,0.5164734072521002,0.7839562443026435,0.7518248175182481,0.08958244323730469,0.37139700125039055,0.7971014492753623
BankNote_Authentication,NN_with_compressed_input_list,6,0.1,128,500,Sigmoid(),Sigmoid(),6,0.1,5,100,16,0.43183793149270466,0.47970479346104783,0.7766636280765725,0.8102189781021898,0.08954882621765137,0.37139700125039055,0.7971014492753623
BankNote_Authentication,NN_with_compressed_input_list,6,0.1,128,500,Sigmoid(),Sigmoid(),6,0.1,5,100,17,0.42398036307330117,0.38765769669391814,0.780309936189608,0.7883211678832117,0.08949971199035645,0.37139700125039055,0.7971014492753623
BankNote_Authentication,NN_with_compressed_input_list,6,0.1,128,500,Sigmoid(),Sigmoid(),6,0.1,5,100,18,0.42523016900829325,0.3888430834686669,0.780309936189608,0.781021897810219,0.08952951431274414,0.37139700125039055,0.7971014492753623
BankNote_Authentication,NN_with_compressed_input_list,6,0.1,128,500,Sigmoid(),Sigmoid(),6,0.1,5,100,19,0.4198910128087512,0.3909894858289809,0.7839562443026435,0.7883211678832117,0.0895075798034668,0.37139700125039055,0.7971014492753623
BankNote_Authentication,NN_with_compressed_input_list,6,0.1,128,500,Sigmoid(),Sigmoid(),6,0.1,5,100,20,0.4200251553421577,0.4590466468438615,0.7839562443026435,0.8175182481751825,0.08953118324279785,0.37139700125039055,0.7971014492753623
BankNote_Authentication,NN_with_compressed_input_list,6,0.1,128,500,Sigmoid(),Sigmoid(),6,0.1,5,100,21,0.4197988835271234,0.42459213782618516,0.7948951686417502,0.7883211678832117,0.08963942527770996,0.37139700125039055,0.7971014492753623
