Dataset,List Name,SEED,DIM_1,DIM_2,AE_LEARNING_RATE,AE_BATCH_SIZE,AE_EPOCHS,AE_ENCODER_ACTIVATION_FN,AE_DECODER_ACTIVATION_FN,Epoch,Train_Loss,Validation_Loss,Time,Test_Loss
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),1,0.018076559849199838,0.0010936756200777987,6.41374659538269,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),2,0.00029734392923031313,0.0010803230007489523,2.0339343547821045,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),3,0.00028858335762439914,0.000978832775891836,2.0222315788269043,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),4,0.00022060075401289698,0.00086453258965048,2.1706912517547607,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),5,0.00020980108036504436,0.0008440760526185234,2.1417367458343506,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),6,0.0002084021601670732,0.0008356489147990941,2.2139623165130615,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),7,0.00020718953954443957,0.0008442396045041581,2.274960517883301,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),8,0.00020395989471580834,0.0008229831230516235,2.4903054237365723,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),9,0.00020323243197829772,0.0008389029068251451,2.2464942932128906,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),10,0.00020153245065012015,0.0008228240689107527,2.273259162902832,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),11,0.00020075746362757248,0.000822074028197676,2.204941511154175,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),12,0.00020077657211610737,0.0008173438489902764,2.1839616298675537,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),13,0.00019681436150373582,0.0008066753156793614,2.1444854736328125,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),14,0.0001953947555545407,0.0008208651930714647,2.1043076515197754,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),15,0.00019469313946319743,0.0008130120104760863,2.1028032302856445,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),16,0.0001924508023657836,0.0008028051070868969,2.10107159614563,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),17,0.00019340931189556918,0.000797373617378374,2.078967332839966,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),18,0.00019123994113761,0.0008085720376111567,2.087329864501953,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),19,0.00019104506098180233,0.0007991881941755613,2.0885651111602783,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),20,0.00019223882378234218,0.0008002527283194165,2.116600513458252,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),21,0.0001929647791791164,0.0007891865545340503,2.0963234901428223,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),22,0.00019076770940349282,0.0008037656067560117,2.2461776733398438,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),23,0.0001900918190755571,0.0008253025393933058,2.256223678588867,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),24,0.00019148752753972076,0.0007908835356744627,2.2842915058135986,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),25,0.00018948365201746734,0.0007844262644648551,2.2596752643585205,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),26,0.00018915982628823257,0.0008212113811944922,2.270948648452759,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),27,0.00018955821213118422,0.0008006941568649684,2.2915141582489014,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),28,0.00018769501050701365,0.0007813952364958823,2.2874200344085693,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),29,0.00019129404360137414,0.0007858129205803076,2.2710676193237305,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),30,0.00018989107540255646,0.0008082304544125994,2.281263589859009,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),31,0.00018919867817021442,0.0007884421750592688,2.2706644535064697,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),32,0.0001888192504508576,0.0008164170049907019,2.2741475105285645,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),33,0.000188040069246199,0.0007988652890780941,2.2690560817718506,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),34,0.00019084491317820115,0.0008246735377858082,2.2863035202026367,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),35,0.0001951745865662815,0.0007979782104957848,2.283154010772705,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),36,0.0001972995778778568,0.0007780049926756571,2.297936201095581,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),37,0.00019474347547899623,0.0008241658563104768,2.322096824645996,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),38,0.00020614603517848687,0.000816518760829543,2.362893581390381,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),39,0.00019202627908089198,0.0008185865242655079,2.3024189472198486,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),40,0.00019228420510383634,0.0007976273501602312,2.306765556335449,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),41,0.00019250028903479687,0.0007960321105395754,2.343583106994629,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),42,0.00020188306094496512,0.0007766104155840973,2.21117901802063,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),43,0.00019363109517629102,0.0008027053543676933,2.1849749088287354,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),44,0.0001950144718478744,0.0008342207234042386,2.21101450920105,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),45,0.00019637925144828236,0.0008051281456525127,2.242947578430176,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),46,0.0001959433281250919,0.0008265000220853835,2.2183525562286377,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),47,0.00019405559780231367,0.0008344511088604729,2.2095329761505127,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),48,0.00019302067820778273,0.0008193129226565361,2.1842784881591797,0.0006895491195221742
Audio_MNIST,AE_loss_values,3,28,28,0.001,128,500,Sigmoid(),Sigmoid(),49,0.0001915267809818033,0.0008312581776020427,2.2077856063842773,0.0006895491195221742
