Dataset,List Name,SEED,DIM_1,DIM_2,AE_LEARNING_RATE,AE_BATCH_SIZE,AE_EPOCHS,AE_ENCODER_ACTIVATION_FN,AE_DECODER_ACTIVATION_FN,SEED,DIM_1,DIM_2,LEARNING_RATE,BATCH_SIZE,EPOCHS,Epoch,Train_Loss,Validation_Loss,Train_Accuracy,Validation_Accuracy,Time,Test_Loss,Test_Accuracy
Audio_MNIST,NN_with_compressed_input_list,7,28,28,0.001,128,500,Sigmoid(),Sigmoid(),7,28,28,0.01,5,50,1,2.2990318753818673,2.265537303686142,0.14129166666666668,0.17266666666666666,2.024600028991699,1.8369035902619362,0.35633333333333334
Audio_MNIST,NN_with_compressed_input_list,7,28,28,0.001,128,500,Sigmoid(),Sigmoid(),7,28,28,0.01,5,50,2,2.2392817249149086,2.1658966940641404,0.15891666666666668,0.18266666666666667,2.0013608932495117,1.8369035902619362,0.35633333333333334
Audio_MNIST,NN_with_compressed_input_list,7,28,28,0.001,128,500,Sigmoid(),Sigmoid(),7,28,28,0.01,5,50,3,2.1632561175276837,2.097841492096583,0.193,0.23233333333333334,2.022784948348999,1.8369035902619362,0.35633333333333334
Audio_MNIST,NN_with_compressed_input_list,7,28,28,0.001,128,500,Sigmoid(),Sigmoid(),7,28,28,0.01,5,50,4,2.1097305244207383,2.047161500453949,0.21970833333333334,0.25966666666666666,2.029952049255371,1.8369035902619362,0.35633333333333334
Audio_MNIST,NN_with_compressed_input_list,7,28,28,0.001,128,500,Sigmoid(),Sigmoid(),7,28,28,0.01,5,50,5,2.0644906014204025,2.004565468430519,0.24241666666666667,0.26366666666666666,1.9982125759124756,1.8369035902619362,0.35633333333333334
Audio_MNIST,NN_with_compressed_input_list,7,28,28,0.001,128,500,Sigmoid(),Sigmoid(),7,28,28,0.01,5,50,6,2.016016196956237,1.9754547931750615,0.262375,0.2853333333333333,1.996474027633667,1.8369035902619362,0.35633333333333334
Audio_MNIST,NN_with_compressed_input_list,7,28,28,0.001,128,500,Sigmoid(),Sigmoid(),7,28,28,0.01,5,50,7,1.9678142481297254,1.9140917972723643,0.29158333333333336,0.31733333333333336,2.013781785964966,1.8369035902619362,0.35633333333333334
Audio_MNIST,NN_with_compressed_input_list,7,28,28,0.001,128,500,Sigmoid(),Sigmoid(),7,28,28,0.01,5,50,8,1.9243965398023526,1.887237875064214,0.3154166666666667,0.33666666666666667,1.9982500076293945,1.8369035902619362,0.35633333333333334
Audio_MNIST,NN_with_compressed_input_list,7,28,28,0.001,128,500,Sigmoid(),Sigmoid(),7,28,28,0.01,5,50,9,1.8900602694104116,1.8854062174757322,0.326625,0.3416666666666667,2.0313148498535156,1.8369035902619362,0.35633333333333334
Audio_MNIST,NN_with_compressed_input_list,7,28,28,0.001,128,500,Sigmoid(),Sigmoid(),7,28,28,0.01,5,50,10,1.8631254846602678,1.8674861375490825,0.333,0.344,2.028005838394165,1.8369035902619362,0.35633333333333334
Audio_MNIST,NN_with_compressed_input_list,7,28,28,0.001,128,500,Sigmoid(),Sigmoid(),7,28,28,0.01,5,50,11,1.8444697765012583,1.833893347978592,0.332,0.35,2.0127227306365967,1.8369035902619362,0.35633333333333334
Audio_MNIST,NN_with_compressed_input_list,7,28,28,0.001,128,500,Sigmoid(),Sigmoid(),7,28,28,0.01,5,50,12,1.8296608006581665,1.8222299045324326,0.339875,0.3496666666666667,2.0682482719421387,1.8369035902619362,0.35633333333333334
Audio_MNIST,NN_with_compressed_input_list,7,28,28,0.001,128,500,Sigmoid(),Sigmoid(),7,28,28,0.01,5,50,13,1.8197347778454422,1.824653417666753,0.33495833333333336,0.3546666666666667,2.0530240535736084,1.8369035902619362,0.35633333333333334
Audio_MNIST,NN_with_compressed_input_list,7,28,28,0.001,128,500,Sigmoid(),Sigmoid(),7,28,28,0.01,5,50,14,1.8110942491640647,1.8140071017543475,0.33920833333333333,0.339,2.0259828567504883,1.8369035902619362,0.35633333333333334
Audio_MNIST,NN_with_compressed_input_list,7,28,28,0.001,128,500,Sigmoid(),Sigmoid(),7,28,28,0.01,5,50,15,1.8056769713635246,1.823803887863954,0.33308333333333334,0.3426666666666667,2.010195732116699,1.8369035902619362,0.35633333333333334
Audio_MNIST,NN_with_compressed_input_list,7,28,28,0.001,128,500,Sigmoid(),Sigmoid(),7,28,28,0.01,5,50,16,1.800525224680702,1.8360668859879177,0.33345833333333336,0.3373333333333333,2.0347585678100586,1.8369035902619362,0.35633333333333334
Audio_MNIST,NN_with_compressed_input_list,7,28,28,0.001,128,500,Sigmoid(),Sigmoid(),7,28,28,0.01,5,50,17,1.7969862167413035,1.817803748945395,0.337625,0.3383333333333333,2.0279734134674072,1.8369035902619362,0.35633333333333334
Audio_MNIST,NN_with_compressed_input_list,7,28,28,0.001,128,500,Sigmoid(),Sigmoid(),7,28,28,0.01,5,50,18,1.793719562155505,1.800727201004823,0.3355,0.3323333333333333,2.018479347229004,1.8369035902619362,0.35633333333333334
