Dataset,List Name,SEED,AE_LEARNING_RATE,AE_BATCH_SIZE,AE_EPOCHS,AE_ENCODER_ACTIVATION_FN,AE_DECODER_ACTIVATION_FN,Epoch,Train_Loss,Validation_Loss,Time,Test_Loss
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),1,0.062400573325157166,0.0557658061504364,6.835792541503906,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),2,0.05407906086921692,0.05293764294981956,7.661563158035278,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),3,0.05177782835960388,0.051111548614501956,7.5646889209747314,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),4,0.04947097297668457,0.04731807459592819,7.907203912734985,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),5,0.04553937688231468,0.04396355767846107,7.676414966583252,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),6,0.04325289480805397,0.04218310648202896,7.6292078495025635,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),7,0.041409335186481475,0.040313877165317535,7.781329393386841,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),8,0.03949919114470482,0.03884415321946144,7.666452646255493,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),9,0.03806975792169571,0.03783899939656258,7.71781063079834,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),10,0.037029232988357544,0.03654703056812286,7.685767412185669,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),11,0.036460021772384645,0.03679589661359787,7.731353759765625,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),12,0.035698506313562396,0.03544583641290665,7.852496385574341,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),13,0.034927479117512705,0.03489517076611519,8.090181827545166,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),14,0.034475979721546174,0.034321236389875415,7.904367446899414,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),15,0.034437218474149704,0.0344044173002243,7.892918348312378,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),16,0.03371346582770347,0.033395447397232055,7.8992600440979,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),17,0.03330015058517456,0.03317560022473335,7.842799663543701,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),18,0.033084201222658156,0.03314169928431511,7.852310419082642,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),19,0.03294724348306656,0.03357301641106605,7.910621643066406,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),20,0.03251916709721089,0.03297479064464569,8.050856113433838,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),21,0.032207517721652985,0.03258087106347084,8.034359693527222,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),22,0.03229208669781685,0.03273284103274345,8.133662223815918,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),23,0.031979205602407454,0.032051114732027056,8.108078956604004,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),24,0.032216406573057174,0.03218514837622642,8.07902979850769,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),25,0.03162846391201019,0.03167530828118324,8.117127180099487,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),26,0.03169379625618458,0.03143696601986885,8.173676490783691,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),27,0.03147629489958286,0.031598909050226213,8.336179733276367,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),28,0.031606894057989124,0.032593466570973395,8.35462737083435,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),29,0.03169343358516693,0.03154719697237015,8.429349899291992,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),30,0.031259803457260135,0.031438544157147405,8.49198031425476,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),31,0.030913206517100333,0.03189682001173496,8.61863660812378,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),32,0.030728989844322204,0.030751750153303146,8.537389039993286,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),33,0.030414308758378028,0.030885668909549715,8.545639991760254,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),34,0.030466314338445665,0.03133769080638885,8.800169706344604,0.019359409630298613
MNIST,AE_loss_values,5,0.001,64,500,Sigmoid(),Sigmoid(),35,0.030592783574461938,0.03084595324099064,8.89015007019043,0.019359409630298613
